step	loss
49	0.06617900729179382
99	0.0406474694609642
149	0.05086689069867134
199	0.03276979923248291
249	0.047488294541835785
299	0.027723144739866257
349	0.04881870374083519
399	0.02082785777747631
449	0.04947914928197861
499	0.016189243644475937
